date,province,value,sector
2022/10/1,新疆维吾尔自治区,0,水稻
2022/10/1,江苏省,20.91639513,水稻
2022/10/1,江西省,2.687622985,水稻
2022/10/1,河北省,0.009801649,水稻
2022/10/1,河南省,0,水稻
2022/10/1,浙江省,1.041310545,水稻
2022/10/1,海南省,5.654081495,水稻
2022/10/1,湖北省,6.423422048,水稻
2022/10/1,湖南省,38.50447253,水稻
2022/10/1,甘肃省,0,水稻
2022/10/1,福建省,0.187109643,水稻
2022/10/1,西藏自治区,0,水稻
2022/10/1,贵州省,0,水稻
2022/10/1,辽宁省,2.544203522,水稻
2022/10/1,重庆市,0,水稻
2022/10/1,陕西省,0,水稻
2022/10/1,黑龙江省,0,水稻
2022/11/1,上海市,0,水稻
2022/11/1,云南省,0,水稻
2022/11/1,内蒙古自治区,0,水稻
2022/11/1,北京市,0,水稻
2022/11/1,吉林省,0,水稻
2022/11/1,四川省,0,水稻
2022/11/1,天津市,0,水稻
2022/11/1,宁夏回族自治区,0,水稻
2022/11/1,安徽省,0,水稻
2022/11/1,山东省,0,水稻
2022/11/1,山西省,0,水稻
2022/11/1,广东省,0,水稻
2022/11/1,广西壮族自治区,0,水稻
2022/11/1,新疆维吾尔自治区,0,水稻
2022/11/1,江苏省,0,水稻
2022/11/1,江西省,0,水稻
2022/11/1,河北省,0,水稻
2022/11/1,河南省,0,水稻
2022/11/1,浙江省,0,水稻
2022/11/1,海南省,0,水稻
2022/11/1,湖北省,0,水稻
2022/11/1,湖南省,0,水稻
2022/11/1,甘肃省,0,水稻
2022/11/1,福建省,0,水稻
2022/11/1,西藏自治区,0,水稻
2022/11/1,贵州省,0,水稻
2022/11/1,辽宁省,0,水稻
2022/11/1,重庆市,0,水稻
2022/11/1,陕西省,0,水稻
2022/11/1,黑龙江省,0,水稻
2022/12/1,上海市,0,水稻
2022/12/1,云南省,0,水稻
2022/12/1,内蒙古自治区,0,水稻
2022/12/1,北京市,0,水稻
2022/12/1,吉林省,0,水稻
2022/12/1,四川省,0,水稻
2022/12/1,天津市,0,水稻
2022/12/1,宁夏回族自治区,0,水稻
2022/12/1,安徽省,0,水稻
2022/12/1,山东省,0,水稻
2022/12/1,山西省,0,水稻
2022/12/1,广东省,0,水稻
2022/12/1,广西壮族自治区,0,水稻
2022/12/1,新疆维吾尔自治区,0,水稻
2022/12/1,江苏省,0,水稻
2022/12/1,江西省,0,水稻
2022/12/1,河北省,0,水稻
2022/12/1,河南省,0,水稻
2022/12/1,浙江省,0,水稻
2022/12/1,海南省,0,水稻
2022/12/1,湖北省,0,水稻
2022/12/1,湖南省,0,水稻
2022/12/1,甘肃省,0,水稻
2022/12/1,福建省,0,水稻
2022/12/1,西藏自治区,0,水稻
2022/12/1,贵州省,0,水稻
2022/12/1,辽宁省,0,水稻
2022/12/1,重庆市,0,水稻
2022/12/1,陕西省,0,水稻
2022/12/1,黑龙江省,0,水稻
2021/1/1,上海市,0,水稻
2021/1/1,云南省,0,水稻
2021/1/1,内蒙古自治区,0,水稻
2021/1/1,北京市,0,水稻
2021/1/1,吉林省,0,水稻
2021/1/1,四川省,0,水稻
2021/1/1,天津市,0,水稻
2021/1/1,宁夏回族自治区,0,水稻
2021/1/1,安徽省,0,水稻
2021/1/1,山东省,0,水稻
2021/1/1,山西省,0,水稻
2021/1/1,广东省,0,水稻
2021/1/1,广西壮族自治区,0,水稻
2021/1/1,新疆维吾尔自治区,0,水稻
2021/1/1,江苏省,0,水稻
2021/1/1,江西省,0,水稻
2021/1/1,河北省,0,水稻
2021/1/1,河南省,0,水稻
2021/1/1,浙江省,0,水稻
2021/1/1,海南省,0,水稻
2021/1/1,湖北省,0,水稻
2021/1/1,湖南省,0,水稻
2021/1/1,甘肃省,0,水稻
2021/1/1,福建省,0,水稻
2021/1/1,西藏自治区,0,水稻
2021/1/1,贵州省,0,水稻
2021/1/1,辽宁省,0,水稻
2021/1/1,重庆市,0,水稻
2021/1/1,陕西省,0,水稻
2021/1/1,黑龙江省,0,水稻
2021/2/1,上海市,0,水稻
2021/2/1,云南省,0,水稻
2021/2/1,内蒙古自治区,0,水稻
2021/2/1,北京市,0,水稻
2021/2/1,吉林省,0,水稻
2021/2/1,四川省,0,水稻
2021/2/1,天津市,0,水稻
2021/2/1,宁夏回族自治区,0,水稻
2021/2/1,安徽省,0,水稻
2021/2/1,山东省,0,水稻
2021/2/1,山西省,0,水稻
2021/2/1,广东省,0,水稻
2021/2/1,广西壮族自治区,0,水稻
2021/2/1,新疆维吾尔自治区,0,水稻
2021/2/1,江苏省,0,水稻
2021/2/1,江西省,0,水稻
2021/2/1,河北省,0,水稻
2021/2/1,河南省,0,水稻
2021/2/1,浙江省,0,水稻
2021/2/1,海南省,0,水稻
2021/2/1,湖北省,0,水稻
2021/2/1,湖南省,0,水稻
2021/2/1,甘肃省,0,水稻
2021/2/1,福建省,0,水稻
2021/2/1,西藏自治区,0,水稻
2021/2/1,贵州省,0,水稻
2021/2/1,辽宁省,0,水稻
2021/2/1,重庆市,0,水稻
2021/2/1,陕西省,0,水稻
2021/2/1,黑龙江省,0,水稻
2021/3/1,上海市,0,水稻
2021/3/1,云南省,0,水稻
2021/3/1,内蒙古自治区,0,水稻
2021/3/1,北京市,0,水稻
2021/3/1,吉林省,0,水稻
2021/3/1,四川省,0,水稻
2021/3/1,天津市,0,水稻
2021/3/1,宁夏回族自治区,0,水稻
2021/3/1,安徽省,0,水稻
2021/3/1,山东省,0,水稻
2021/3/1,山西省,0,水稻
2021/3/1,广东省,0,水稻
2021/3/1,广西壮族自治区,0,水稻
2021/3/1,新疆维吾尔自治区,0,水稻
2021/3/1,江苏省,0,水稻
2021/3/1,江西省,0,水稻
2021/3/1,河北省,0,水稻
2021/3/1,河南省,0,水稻
2021/3/1,浙江省,0,水稻
2021/3/1,海南省,0,水稻
2021/3/1,湖北省,0,水稻
2021/3/1,湖南省,0,水稻
2021/3/1,甘肃省,0,水稻
2021/3/1,福建省,0,水稻
2021/3/1,西藏自治区,0,水稻
2021/3/1,贵州省,0,水稻
2021/3/1,辽宁省,0,水稻
2021/3/1,重庆市,0,水稻
2021/3/1,陕西省,0,水稻
2021/3/1,黑龙江省,0,水稻
2021/4/1,上海市,0,水稻
2021/4/1,云南省,1.519716571,水稻
2021/4/1,内蒙古自治区,0,水稻
2021/4/1,北京市,0,水稻
2021/4/1,吉林省,0,水稻
2021/4/1,四川省,0,水稻
2021/4/1,天津市,0,水稻
2021/4/1,宁夏回族自治区,0,水稻
2021/4/1,安徽省,0.127611669,水稻
2021/4/1,山东省,0,水稻
2021/4/1,山西省,0,水稻
2021/4/1,广东省,26.14471761,水稻
2021/4/1,广西壮族自治区,58.98884583,水稻
2021/4/1,新疆维吾尔自治区,0,水稻
2021/4/1,江苏省,0,水稻
2021/4/1,江西省,0.643500842,水稻
2021/4/1,河北省,0,水稻
2021/4/1,河南省,0,水稻
2021/4/1,浙江省,0.05574432,水稻
2021/4/1,海南省,7.725737732,水稻
2021/4/1,湖北省,4.6161486,水稻
2021/4/1,湖南省,0,水稻
2021/4/1,甘肃省,0,水稻
2021/4/1,福建省,0.046871358,水稻
2021/4/1,西藏自治区,0,水稻
2021/4/1,贵州省,0,水稻
2021/4/1,辽宁省,0,水稻
2021/4/1,重庆市,0,水稻
2021/4/1,陕西省,0,水稻
2021/4/1,黑龙江省,0,水稻
2021/5/1,上海市,1.647011758,水稻
2021/5/1,云南省,4.997539122,水稻
2021/5/1,内蒙古自治区,0.149561794,水稻
2021/5/1,北京市,0.00032178,水稻
2021/5/1,吉林省,0,水稻
2021/5/1,四川省,30.60996965,水稻
2021/5/1,天津市,0.128342249,水稻
2021/5/1,宁夏回族自治区,2.596430197,水稻
2021/5/1,安徽省,18.58619948,水稻
2021/5/1,山东省,2.617728034,水稻
2021/5/1,山西省,0.002448836,水稻
2021/5/1,广东省,58.59380794,水稻
2021/5/1,广西壮族自治区,89.60099617,水稻
2021/5/1,新疆维吾尔自治区,2.917797759,水稻
2021/5/1,江苏省,0,水稻
2021/5/1,江西省,104.3510731,水稻
2021/5/1,河北省,0.182885855,水稻
2021/5/1,河南省,0,水稻
2021/5/1,浙江省,14.51087698,水稻
2021/5/1,海南省,25.40584034,水稻
2021/5/1,湖北省,15.18005638,水稻
2021/5/1,湖南省,120.1414681,水稻
2021/5/1,甘肃省,0.087837978,水稻
2021/5/1,福建省,11.14393533,水稻
2021/5/1,西藏自治区,0.005066682,水稻
2021/5/1,贵州省,11.61614716,水稻
2021/5/1,辽宁省,7.670546754,水稻
2021/5/1,重庆市,49.65160333,水稻
2021/5/1,陕西省,4.015542986,水稻
2021/5/1,黑龙江省,27.08745498,水稻
2021/6/1,上海市,4.756558309,水稻
2021/6/1,云南省,15.82756973,水稻
2021/6/1,内蒙古自治区,4.691329279,水稻
2021/6/1,北京市,0.010093312,水稻
2021/6/1,吉林省,19.59298526,水稻
2021/6/1,四川省,176.302458,水稻
2021/6/1,天津市,4.025732346,水稻
2021/6/1,宁夏回族自治区,14.81630686,水稻
2021/6/1,安徽省,81.98109814,水稻
2021/6/1,山东省,7.559980049,水稻
2021/6/1,山西省,0.076813031,水稻
2021/6/1,广东省,63.76138733,水稻
2021/6/1,广西壮族自治区,9.554352793,水稻
2021/6/1,新疆维吾尔自治区,16.65016336,水稻
2021/6/1,江苏省,54.33449859,水稻
2021/6/1,江西省,100.1732887,水稻
2021/6/1,河北省,5.736610581,水稻
2021/6/1,河南省,12.04578133,水稻
2021/6/1,浙江省,24.47873284,水稻
2021/6/1,海南省,9.356880192,水稻
2021/6/1,湖北省,42.38509438,水稻
2021/6/1,湖南省,49.41156671,水稻
2021/6/1,甘肃省,0.501239908,水稻
2021/6/1,福建省,13.58088678,水稻
2021/6/1,西藏自治区,0.011201661,水稻
2021/6/1,贵州省,25.68152792,水稻
2021/6/1,辽宁省,14.63716168,水稻
2021/6/1,重庆市,57.77641115,水稻
2021/6/1,陕西省,22.91435261,水稻
2021/6/1,黑龙江省,122.4369126,水稻
2021/7/1,上海市,11.71686235,水稻
2021/7/1,云南省,54.83860271,水稻
2021/7/1,内蒙古自治区,8.846676838,水稻
2021/7/1,北京市,0.019033468,水稻
2021/7/1,吉林省,43.13973447,水稻
2021/7/1,四川省,140.4609224,水稻
2021/7/1,天津市,7.591527045,水稻
2021/7/1,宁夏回族自治区,1.112023723,水稻
2021/7/1,安徽省,332.2080496,水稻
2021/7/1,山东省,18.62255014,水稻
2021/7/1,山西省,0.144850217,水稻
2021/7/1,广东省,68.56992544,水稻
2021/7/1,广西壮族自治区,16.57833093,水稻
2021/7/1,新疆维吾尔自治区,1.249662066,水稻
2021/7/1,江苏省,320.7817401,水稻
2021/7/1,江西省,76.33567734,水稻
2021/7/1,河北省,10.81781665,水稻
2021/7/1,河南省,89.83377798,水稻
2021/7/1,浙江省,45.53555404,水稻
2021/7/1,海南省,7.10517839,水稻
2021/7/1,湖北省,278.6463277,水稻
2021/7/1,湖南省,109.52159,水稻
2021/7/1,甘肃省,0.037620081,水稻
2021/7/1,福建省,9.726392005,水稻
2021/7/1,西藏自治区,0.011825611,水稻
2021/7/1,贵州省,27.11202973,水稻
2021/7/1,辽宁省,20.36872503,水稻
2021/7/1,重庆市,34.64865133,水稻
2021/7/1,陕西省,1.719814792,水稻
2021/7/1,黑龙江省,128.3215972,水稻
2021/8/1,上海市,5.592446297,水稻
2021/8/1,云南省,61.94151195,水稻
2021/8/1,内蒙古自治区,2.900719616,水稻
2021/8/1,北京市,0.006240847,水稻
2021/8/1,吉林省,25.43738856,水稻
2021/8/1,四川省,122.7261168,水稻
2021/8/1,天津市,2.489170998,水稻
2021/8/1,宁夏回族自治区,0.556011861,水稻
2021/8/1,安徽省,341.6975216,水稻
2021/8/1,山东省,8.888523946,水稻
2021/8/1,山西省,0.047494655,水稻
2021/8/1,广东省,441.0335242,水稻
2021/8/1,广西壮族自治区,126.382221,水稻
2021/8/1,新疆维吾尔自治区,0.624831033,水稻
2021/8/1,江苏省,155.3845637,水稻
2021/8/1,江西省,398.6400436,水稻
2021/8/1,河北省,3.547032803,水稻
2021/8/1,河南省,129.6118704,水稻
2021/8/1,浙江省,50.24284749,水稻
2021/8/1,海南省,31.19781506,水稻
2021/8/1,湖北省,434.5763089,水稻
2021/8/1,湖南省,480.7456879,水稻
2021/8/1,甘肃省,0.018810041,水稻
2021/8/1,福建省,72.49313843,水稻
2021/8/1,西藏自治区,0.010344193,水稻
2021/8/1,贵州省,23.71564993,水稻
2021/8/1,辽宁省,11.58996128,水稻
2021/8/1,重庆市,17.45329087,水稻
2021/8/1,陕西省,0.859907396,水稻
2021/8/1,黑龙江省,77.56455875,水稻
2021/9/1,上海市,1.79161569,水稻
2021/9/1,云南省,22.924264,水稻
2021/9/1,内蒙古自治区,1.019689183,水稻
2021/9/1,北京市,0.002193843,水稻
2021/9/1,吉林省,5.827657154,水稻
2021/9/1,四川省,0,水稻
2021/9/1,天津市,0.875017608,水稻
2021/9/1,宁夏回族自治区,0.057650999,水稻
2021/9/1,安徽省,8.634880988,水稻
2021/9/1,山东省,2.847558674,水稻
2021/9/1,山西省,0.016695783,水稻
2021/9/1,广东省,121.491753,水稻
2021/9/1,广西壮族自治区,175.2476888,水稻
2021/9/1,新疆维吾尔自治区,0.064786628,水稻
2021/9/1,江苏省,145.3775512,水稻
2021/9/1,江西省,86.26435229,水稻
2021/9/1,河北省,1.246887483,水稻
2021/9/1,河南省,48.90145172,水稻
2021/9/1,浙江省,12.83353786,水稻
2021/9/1,海南省,14.95815756,水稻
2021/9/1,湖北省,167.9130092,水稻
2021/9/1,湖南省,148.0043726,水稻
2021/9/1,甘肃省,0.00195035,水稻
2021/9/1,福建省,14.93711499,水稻
2021/9/1,西藏自治区,0.001949841,水稻
2021/9/1,贵州省,4.470310711,水稻
2021/9/1,辽宁省,11.14105751,水稻
2021/9/1,重庆市,0,水稻
2021/9/1,陕西省,0.089160905,水稻
2021/9/1,黑龙江省,7.670338582,水稻
2021/10/1,上海市,0.258080259,水稻
2021/10/1,云南省,0.627643144,水稻
2021/10/1,内蒙古自治区,0.008049385,水稻
2021/10/1,北京市,1.73E-05,水稻
2021/10/1,吉林省,0,水稻
2021/10/1,四川省,0,水稻
2021/10/1,天津市,0.006907354,水稻
2021/10/1,宁夏回族自治区,0,水稻
2021/10/1,安徽省,0.111294022,水稻
2021/10/1,山东省,0.410187678,水稻
2021/10/1,山西省,0.000131796,水稻
2021/10/1,广东省,15.03301672,水稻
2021/10/1,广西壮族自治区,89.48372759,水稻
2021/10/1,新疆维吾尔自治区,0,水稻
2021/10/1,江苏省,20.94147548,水稻
2021/10/1,江西省,2.628121097,水稻
2021/10/1,河北省,0.009842879,水稻
2021/10/1,河南省,0,水稻
2021/10/1,浙江省,1.077379231,水稻
2021/10/1,海南省,5.988740744,水稻
2021/10/1,湖北省,7.423396405,水稻
2021/10/1,湖南省,39.32323862,水稻
2021/10/1,甘肃省,0,水稻
2021/10/1,福建省,0.192522815,水稻
2021/10/1,西藏自治区,0,水稻
2021/10/1,贵州省,0,水稻
2021/10/1,辽宁省,2.622531103,水稻
2021/10/1,重庆市,0,水稻
2021/10/1,陕西省,0,水稻
2021/10/1,黑龙江省,0,水稻
2021/11/1,上海市,0,水稻
2021/11/1,云南省,0,水稻
2021/11/1,内蒙古自治区,0,水稻
2021/11/1,北京市,0,水稻
2021/11/1,吉林省,0,水稻
2021/11/1,四川省,0,水稻
2021/11/1,天津市,0,水稻
2021/11/1,宁夏回族自治区,0,水稻
2021/11/1,安徽省,0,水稻
2021/11/1,山东省,0,水稻
2021/11/1,山西省,0,水稻
2021/11/1,广东省,0,水稻
2021/11/1,广西壮族自治区,0,水稻
2021/11/1,新疆维吾尔自治区,0,水稻
2021/11/1,江苏省,0,水稻
2021/11/1,江西省,0,水稻
2021/11/1,河北省,0,水稻
2021/11/1,河南省,0,水稻
2021/11/1,浙江省,0,水稻
2021/11/1,海南省,0,水稻
2021/11/1,湖北省,0,水稻
2021/11/1,湖南省,0,水稻
2021/11/1,甘肃省,0,水稻
2021/11/1,福建省,0,水稻
